Framework,Param_Clients,Param_Rounds,Param_Epochs,Param_Batch_Size,Param_Seed,Iteration,Start_Time,End_Time,Raw_Duration_s,Adjusted_Window_s,Detected_Client_Count,Server_CPU_Cores,Server_Memory_Bytes,Server_Net_Rx_Bps,Server_Net_Tx_Bps,Server_GPU_Util,Clients_Avg_CPU_Cores,Clients_Avg_Memory_Bytes,Clients_Avg_Net_Rx_Bps,Clients_Avg_Net_Tx_Bps,Clients_Avg_GPU_Util,Accuracies_Per_Round
flower,3,3,1,32,420,3,2026-05-26 08:21:11Z,2026-05-26 08:55:18Z,2047,1867,3,0.02,830056728.02,246088.95,339921.81,0.0,1.6467,1248380706.55,159536.95,128145.01,94.04,"{""Round 1"": 0.4571, ""Round 2"": 0.7108, ""Round 3"": 0.8407}"
flower,10,5,1,32,42,1,2026-05-26 08:55:44Z,2026-05-26 09:52:13Z,3389,3209,10,0.0357,977393766.08,676504.53,977733.63,0.0,1.3019,1226550906.82,153334.56,124145.56,95.5,"{""Round 1"": 0.0003, ""Round 2"": 0.0408, ""Round 3"": 0.2136, ""Round 4"": 0.3033, ""Round 5"": 0.3485}"
flower,10,3,1,128,42,1,2026-05-26 09:52:42Z,2026-05-26 10:05:03Z,741,561,10,0.0675,783744734.02,789075.07,2604375.33,0.0,0.6376,529526853.97,453637.35,271137.08,84.9,"{""Round 1"": 0.0, ""Round 2"": 0.241, ""Round 3"": 0.26}"
flower,10,7,1,32,42,1,2026-05-26 14:24:28Z,2026-05-26 15:53:05Z,5317,5137,10,0.037,996627001.77,596836.54,862198.86,0.0,1.2947,1233306557.59,135211.24,108627.41,96.61,"{""Round 1"": 0.0003, ""Round 2"": 0.039, ""Round 3"": 0.2119, ""Round 4"": 0.3025, ""Round 5"": 0.3503, ""Round 6"": 0.3671, ""Round 7"": 0.3942}"
flower,5,3,1,32,42,1,2026-05-26 15:53:24Z,2026-05-26 16:29:59Z,2195,2015,5,0.0267,851510023.25,346946.17,483425.97,0.0,1.4825,1246640221.5,143908.13,118673.7,94.29,"{""Round 1"": 0.1939, ""Round 2"": 0.6163, ""Round 3"": 0.686}"
flower,3,3,1,128,69,2,2026-05-26 16:57:30Z,2026-05-26 17:30:01Z,1951,1771,3,0.022,835933860.88,267684.52,358215.56,0.0,1.7349,1193584501.15,168102.35,135007.96,96.11,"{""Round 1"": 0.2819, ""Round 2"": 0.7185, ""Round 3"": 0.8692}"
flower,3,3,1,128,420,3,2026-05-26 17:30:26Z,2026-05-26 18:02:37Z,1931,1751,3,0.0224,824747458.56,262437.49,362355.12,0.0,1.7621,1200024457.02,169944.09,136500.99,93.96,"{""Round 1"": 0.2747, ""Round 2"": 0.7223, ""Round 3"": 0.8777}"
flower,3,3,1,64,69,2,2026-05-26 18:03:00Z,2026-05-26 18:35:49Z,1969,1789,3,0.0226,827830031.73,267344.71,365309.03,0.0,1.7487,1245864588.16,166303.23,133571.48,94.13,"{""Round 1"": 0.3942, ""Round 2"": 0.7316, ""Round 3"": 0.8685}"
flower,3,3,1,64,420,3,2026-05-26 18:36:07Z,2026-05-26 19:08:38Z,1951,1771,3,0.0223,820149369.49,270466.47,369608.7,0.0,1.7676,1248272738.83,168272.36,135152.03,95.37,"{""Round 1"": 0.365, ""Round 2"": 0.7264, ""Round 3"": 0.8712}"
nvidiaFlare,3,5,2,64,420,3,2026-05-27 00:23:35Z,2026-05-27 01:56:46Z,5591,5591,3,0.0016,398075605.68,22090.69,18303.14,0.0,0.5981,1286193707.16,6067.62,7339.82,99.31,"{""Round 1"": 0.5443, ""Round 2"": 0.8464, ""Round 3"": 0.9384, ""Round 4"": 0.9506, ""Round 5"": 0.9518}"
nvidiaFlare,3,7,2,64,420,3,2026-05-27 02:05:49Z,2026-05-27 04:16:31Z,7841,7841,3,0.0044,453897300.19,59007.46,53544.91,0.0,1.7345,1311454855.98,17752.41,18165.12,99.68,"{""Round 1"": 0.5468, ""Round 2"": 0.8412, ""Round 3"": 0.9311, ""Round 4"": 0.9357, ""Round 5"": 0.9383, ""Round 6"": 0.93, ""Round 7"": 0.9376}"
nvidiaFlare,10,3,2,32,69,2,2026-05-27 12:18:13Z,2026-05-27 13:19:15Z,3662,3662,10,0.0104,376770923.72,170757.48,163445.94,0.0,1.3612,1250419230.13,16317.17,18666.81,99.84,"{""Round 1"": 0.0047, ""Round 2"": 0.2158, ""Round 3"": 0.3646}"
nvidiaFlare,2,3,2,32,69,2,2026-05-27 13:31:15Z,2026-05-27 14:26:29Z,3314,3314,2,0.004,322488063.61,36639.22,36305.91,0.0,2.1558,1708132494.09,18021.57,18212.85,92.47,"{""Round 1"": 0.6169, ""Round 2"": 0.8167, ""Round 3"": 0.9149}"
nvidiaFlare,5,3,2,32,69,2,2026-05-27 14:27:19Z,2026-05-27 15:28:24Z,3664,3664,5,0.0071,361754802.82,98191.61,81748.88,0.0,1.5368,1256815312.29,16301.92,18647.32,99.33,"{""Round 1"": 0.2239, ""Round 2"": 0.5777, ""Round 3"": 0.6907}"
nvidiaFlare,3,5,2,64,69,2,2026-05-27 15:29:11Z,2026-05-27 17:03:12Z,5641,5641,3,0.0052,402613160.85,60683.56,53185.79,0.0,1.8535,1292566345.23,17631.04,20159.47,98.85,"{""Round 1"": 0.5785, ""Round 2"": 0.8672, ""Round 3"": 0.9271, ""Round 4"": 0.8832, ""Round 5"": 0.8445}"
nvidiaFlare,3,3,1,64,420,3,2026-05-27 17:04:01Z,2026-05-27 17:35:29Z,1888,1888,3,0.0066,297484776.91,95551.82,95048.55,0.0,1.8831,1253037918.84,31587.17,31773.67,96.66,"{""Round 1"": 0.4363, ""Round 2"": 0.8296, ""Round 3"": 0.9266}"
nvidiaFlare,3,3,1,128,420,3,2026-05-27 17:36:24Z,2026-05-27 18:07:44Z,1880,1880,3,0.0064,334041970.38,95900.03,95394.05,0.0,1.8546,1201015372.26,31717.28,31903.68,98.44,"{""Round 1"": 0.311, ""Round 2"": 0.7605, ""Round 3"": 0.8954}"
nvidiaFlare,3,3,2,64,420,3,2026-05-27 18:08:40Z,2026-05-27 19:03:39Z,3298,3298,3,0.0078,313605256.53,61087.3,54574.5,0.0,2.3424,1249889124.85,18094.8,20287.28,96.35,"{""Round 1"": 0.5444, ""Round 2"": 0.8343, ""Round 3"": 0.9367}"
nvidiaFlare,10,3,2,32,420,3,2026-05-27 20:23:33Z,2026-05-27 21:06:33Z,2580,2580,10,0.013,555302634.17,256310.95,231478.89,0.0,1.4205,1376199742.71,23116.55,26368.77,92.64,"{""Round 1"": 0.0095, ""Round 2"": 0.2205, ""Round 3"": 0.4006}"
nvidiaFlare,7,3,2,32,420,3,2026-05-27 21:07:26Z,2026-05-27 22:19:09Z,4303,4303,7,0.0094,388486058.27,103463.83,97521.48,0.0,1.4675,1252725637.36,13894.86,15404.9,98.21,"{""Round 1"": 0.0898, ""Round 2"": 0.2603, ""Round 3"": 0.3922}"
nvidiaFlare,3,3,1,64,69,2,2026-05-27 22:19:58Z,2026-05-27 22:49:21Z,1762,1762,3,0.0061,330695874.36,113397.99,101691.61,0.0,1.8222,1253406874.72,33789.98,37716.17,95.45,"{""Round 1"": 0.4398, ""Round 2"": 0.7642, ""Round 3"": 0.9107}"
flower,10,3,2,32,420,3,2026-05-27 23:31:21Z,2026-05-28 00:24:02Z,3161,2981,10,0.0293,1506016365.96,441739.94,637939.09,0.0,1.3723,1318192899.78,100074.61,80419.3,94.31,"{""Round 1"": 0.0008, ""Round 2"": 0.0332, ""Round 3"": 0.2214}"
flower,2,3,2,32,69,2,2026-05-28 00:24:23Z,2026-05-28 01:21:38Z,3435,3255,2,0.018,815607455.66,104688.87,140503.87,0.0,2.0611,1274259556.28,91623.18,73644.78,94.23,"{""Round 1"": 0.6062, ""Round 2"": 0.7996, ""Round 3"": 0.8404}"
nvidiaFlare,7,3,2,32,42,1,2026-05-28 01:22:22Z,2026-05-28 02:23:28Z,3666,3666,7,0.008,412453727.35,121073.39,114344.14,0.0,1.4184,1380364066.08,16300.2,17267.76,99.28,"{""Round 1"": 0.0151, ""Round 2"": 0.2124, ""Round 3"": 0.532}"
flower,3,5,2,64,69,2,2026-05-28 02:23:54Z,2026-05-28 04:01:35Z,5861,5681,3,0.0182,853809094.31,137330.04,178433.68,0.0,1.7452,1275419655.21,85208.33,70327.54,98.8,"{""Round 1"": 0.4683, ""Round 2"": 0.7068, ""Round 3"": 0.8634, ""Round 4"": 0.8987, ""Round 5"": 0.8962}"
nvidiaFlare,3,3,1,64,42,1,2026-05-28 04:02:13Z,2026-05-28 04:31:03Z,1730,1730,3,0.005,351398408.88,104187.36,103684.63,0.0,1.6626,1250662261.89,34460.88,34648.01,98.18,"{""Round 1"": 0.3849, ""Round 2"": 0.7319, ""Round 3"": 0.8875}"
flower,7,3,2,32,420,3,2026-05-28 04:31:34Z,2026-05-28 05:36:20Z,3886,3706,7,0.0236,932319198.83,258735.97,369013.69,0.0,1.4492,1273540272.39,80577.33,64789.71,99.33,"{""Round 1"": 0.0089, ""Round 2"": 0.2094, ""Round 3"": 0.5487}"
nvidiaFlare,7,3,2,32,69,2,2026-05-28 05:36:56Z,2026-05-28 06:37:52Z,3656,3656,7,0.008,438279939.85,143552.93,114567.17,0.0,1.4072,1249340930.57,16328.7,19612.38,99.73,"{""Round 1"": 0.0566, ""Round 2"": 0.3552, ""Round 3"": 0.6098}"
nvidiaFlare,3,3,1,128,42,1,2026-05-28 06:38:35Z,2026-05-28 07:06:56Z,1700,1700,3,0.0054,325433235.58,129045.99,105334.61,0.0,1.683,1196119057.47,35031.36,42954.7,97.66,"{""Round 1"": 0.278, ""Round 2"": 0.6992, ""Round 3"": 0.8652}"
nvidiaFlare,3,5,2,64,42,1,2026-05-28 07:07:43Z,2026-05-28 08:40:51Z,5588,5588,3,0.0046,384503819.0,54199.48,53695.34,0.0,1.7178,1289690195.27,17798.34,17997.54,98.93,"{""Round 1"": 0.4348, ""Round 2"": 0.7162, ""Round 3"": 0.8843, ""Round 4"": 0.9012, ""Round 5"": 0.8876}"
flower,3,7,2,64,69,2,2026-05-28 08:41:19Z,2026-05-28 10:56:10Z,8091,7911,3,0.0182,894309866.64,141558.82,193220.83,0.0,1.7417,1274380258.66,87980.86,70724.73,98.55,"{""Round 1"": 0.4794, ""Round 2"": 0.7225, ""Round 3"": 0.8636, ""Round 4"": 0.8997, ""Round 5"": 0.8925, ""Round 6"": 0.8737, ""Round 7"": 0.8659}"
flower,3,3,2,64,69,2,2026-05-28 10:56:33Z,2026-05-28 11:55:51Z,3558,3378,3,0.0176,801280315.54,136383.73,170939.82,0.0,1.7168,1274483489.0,86426.64,71009.56,97.66,"{""Round 1"": 0.4766, ""Round 2"": 0.7155, ""Round 3"": 0.8624}"
flower,3,5,2,64,42,1,2026-05-28 11:56:15Z,2026-05-28 13:33:26Z,5831,5651,3,0.0183,859186837.52,141561.99,193253.73,0.0,1.7256,1274995741.6,87980.88,70719.08,97.97,"{""Round 1"": 0.4359, ""Round 2"": 0.7121, ""Round 3"": 0.8614, ""Round 4"": 0.8932, ""Round 5"": 0.9017}"
flower,3,3,2,64,420,3,2026-05-28 13:33:43Z,2026-05-28 14:33:49Z,3606,3426,3,0.0194,794958593.55,134297.73,173994.51,0.0,1.7542,1271979110.52,85159.23,69973.87,95.76,"{""Round 1"": 0.4365, ""Round 2"": 0.7095, ""Round 3"": 0.8871}"
flower,10,3,2,32,69,2,2026-05-28 14:34:17Z,2026-05-28 15:49:38Z,4521,4341,10,0.0257,925697108.94,303532.81,433559.26,0.0,1.3094,1267864098.92,68828.38,55342.8,99.0,"{""Round 1"": 0.0007, ""Round 2"": 0.0429, ""Round 3"": 0.225}"
nvidiaFlare,3,3,2,32,420,3,2026-05-28 15:50:14Z,2026-05-28 16:52:55Z,3760,3760,3,0.0051,327633244.6,53700.17,47939.69,0.0,1.6937,1269801432.06,15888.15,17833.51,99.61,"{""Round 1"": 0.562, ""Round 2"": 0.8618, ""Round 3"": 0.8731}"
flower,3,3,2,32,42,1,2026-05-28 16:53:25Z,2026-05-28 18:03:12Z,4187,4007,3,0.0228,786744205.09,119863.13,163542.87,0.0,1.8014,1280367284.88,74479.73,59881.58,98.38,"{""Round 1"": 0.4635, ""Round 2"": 0.7174, ""Round 3"": 0.7962}"
nvidiaFlare,3,3,1,128,69,2,2026-05-28 18:03:55Z,2026-05-28 18:36:03Z,1928,1928,3,0.0072,329356229.64,93472.14,92966.85,0.0,1.8525,1201122144.07,30893.41,34489.8,99.19,"{""Round 1"": 0.3031, ""Round 2"": 0.6578, ""Round 3"": 0.8258}"
flower,3,5,2,64,420,3,2026-05-28 18:36:30Z,2026-05-28 20:23:07Z,6397,6217,3,0.0219,841573789.91,125583.15,166265.55,0.0,1.8631,1275381805.94,77907.01,64312.24,97.97,"{""Round 1"": 0.4358, ""Round 2"": 0.7065, ""Round 3"": 0.8849, ""Round 4"": 0.9155, ""Round 5"": 0.9283}"
flower,5,3,2,32,420,3,2026-05-28 20:23:33Z,2026-05-28 21:38:55Z,4522,4342,5,0.024,875877799.03,165758.58,232987.25,0.0,1.5107,1276996559.22,68772.72,55298.16,98.04,"{""Round 1"": 0.3016, ""Round 2"": 0.6136, ""Round 3"": 0.689}"
flower,5,3,2,32,42,1,2026-05-28 21:39:22Z,2026-05-28 22:54:41Z,4519,4339,5,0.0234,881894197.09,165920.76,233241.44,0.0,1.4916,1276907344.12,67051.23,55364.31,98.04,"{""Round 1"": 0.3096, ""Round 2"": 0.624, ""Round 3"": 0.6816}"
flower,3,7,2,64,420,3,2026-05-28 22:55:00Z,2026-05-29 01:11:03Z,8163,7983,3,0.0195,883556847.01,140253.77,191452.64,0.0,1.76,1272642382.43,87175.43,70076.6,96.99,"{""Round 1"": 0.545, ""Round 2"": 0.853, ""Round 3"": 0.9437, ""Round 4"": 0.9529, ""Round 5"": 0.9564, ""Round 6"": 0.9585, ""Round 7"": 0.9615}"
flower,3,3,1,128,42,1,2026-05-29 01:11:19Z,2026-05-29 01:43:44Z,1945,1765,3,0.0209,830430268.92,271077.17,370451.88,0.0,1.6928,1205591831.93,168614.79,135427.86,93.99,"{""Round 1"": 0.2851, ""Round 2"": 0.7199, ""Round 3"": 0.8659}"
flower,7,3,2,32,42,1,2026-05-29 02:52:22Z,2026-05-29 03:51:54Z,3572,3392,7,0.0239,1463056592.12,282217.27,402747.81,0.0,1.463,1360742436.02,87904.98,70654.08,94.59,"{""Round 1"": 0.0142, ""Round 2"": 0.2238, ""Round 3"": 0.5851}"
nvidiaFlare,5,3,2,32,420,3,2026-05-29 03:52:34Z,2026-05-29 04:53:34Z,3659,3659,5,0.0065,382521741.83,88237.8,81929.61,0.0,1.4777,1428571343.6,16333.93,17608.13,99.08,"{""Round 1"": 0.3262, ""Round 2"": 0.6047, ""Round 3"": 0.5577}"
flower,7,3,2,32,69,2,2026-05-29 04:54:06Z,2026-05-29 05:59:29Z,3923,3743,7,0.0236,931948874.85,255968.58,365245.64,0.0,1.4409,1269950908.91,79725.76,64090.14,98.79,"{""Round 1"": 0.0604, ""Round 2"": 0.3508, ""Round 3"": 0.6092}"
nvidiaFlare,5,3,2,32,42,1,2026-05-29 06:00:07Z,2026-05-29 07:01:10Z,3663,3663,5,0.0068,394439131.63,88171.58,81859.78,0.0,1.4891,1253444770.27,16318.02,17593.03,98.91,"{""Round 1"": 0.2929, ""Round 2"": 0.6231, ""Round 3"": 0.6692}"
flower,3,3,2,64,42,1,2026-05-29 07:01:38Z,2026-05-29 08:01:51Z,3613,3433,3,0.019,797799848.8,139744.81,190737.84,0.0,1.7622,1275381886.2,86851.73,69811.33,96.96,"{""Round 1"": 0.4416, ""Round 2"": 0.7026, ""Round 3"": 0.8747}"
nvidiaFlare,3,7,2,64,69,2,2026-05-29 08:02:29Z,2026-05-29 10:13:30Z,7861,7861,3,0.0048,415767763.05,53928.35,53435.78,0.0,1.7145,1317105991.44,17706.64,17905.71,99.49,"{""Round 1"": 0.5815, ""Round 2"": 0.8626, ""Round 3"": 0.9186, ""Round 4"": 0.8734, ""Round 5"": 0.8419, ""Round 6"": 0.8353, ""Round 7"": 0.8314}"
flower,10,3,2,32,42,1,2026-05-29 10:14:08Z,2026-05-29 11:28:12Z,4444,4264,10,0.0257,918330983.84,304301.74,436847.98,0.0,1.2972,1261026897.64,69597.62,56326.85,98.01,"{""Round 1"": 0.0009, ""Round 2"": 0.0414, ""Round 3"": 0.2259}"
flower,2,3,2,32,420,3,2026-05-29 11:28:38Z,2026-05-29 12:26:05Z,3447,3267,2,0.019,794131357.21,110357.14,140130.4,0.0,2.1155,1277576212.23,91298.45,73367.89,95.27,"{""Round 1"": 0.5785, ""Round 2"": 0.7418, ""Round 3"": 0.8059}"
nvidiaFlare,2,3,2,32,42,1,2026-05-29 12:55:43Z,2026-05-29 13:41:36Z,2753,2753,2,0.0048,329081798.39,43920.12,43597.94,0.0,2.4488,1744252931.72,21660.88,21856.39,90.69,"{""Round 1"": 0.6055, ""Round 2"": 0.7758, ""Round 3"": 0.8403}"
flower,5,3,2,32,69,2,2026-05-29 13:42:10Z,2026-05-29 14:57:17Z,4507,4327,5,0.024,1373570027.88,161904.59,233837.58,0.0,1.5485,1401386868.31,69043.56,55515.23,97.34,"{""Round 1"": 0.2163, ""Round 2"": 0.6021, ""Round 3"": 0.7204}"
nvidiaFlare,10,3,2,32,42,1,2026-05-29 14:57:54Z,2026-05-29 16:09:55Z,4320,4320,10,0.012,381864452.74,145220.12,138682.42,0.0,1.336,1247860752.59,13842.17,14499.26,99.29,"{""Round 1"": 0.0007, ""Round 2"": 0.0362, ""Round 3"": 0.2146}"
flower,3,7,2,64,42,1,2026-05-29 16:10:30Z,2026-05-29 18:39:05Z,8915,8735,3,0.0205,884921478.7,128275.47,172938.94,0.0,1.8085,1273727870.46,79754.17,64091.85,97.27,"{""Round 1"": 0.4714, ""Round 2"": 0.6955, ""Round 3"": 0.8602, ""Round 4"": 0.8999, ""Round 5"": 0.8964, ""Round 6"": 0.9001, ""Round 7"": 0.8959}"
nvidiaFlare,3,3,2,64,69,2,2026-05-29 18:39:44Z,2026-05-29 19:45:16Z,3931,3931,3,0.0069,328308478.37,56413.65,45847.85,0.0,1.9435,1246466819.15,15201.87,17074.09,98.99,"{""Round 1"": 0.5769, ""Round 2"": 0.857, ""Round 3"": 0.9245}"
nvidiaFlare,3,3,2,32,42,1,2026-05-29 19:46:11Z,2026-05-29 20:57:08Z,4257,4257,3,0.0064,338581571.31,47559.58,42395.15,0.0,1.8138,1260211534.11,14040.62,15787.18,98.24,"{""Round 1"": 0.4553, ""Round 2"": 0.6851, ""Round 3"": 0.83}"
flower,3,3,1,64,42,1,2026-05-29 20:57:38Z,2026-05-29 21:35:20Z,2262,2082,3,0.0266,830797691.4,229782.49,313940.46,0.0,1.8582,1249368067.43,143110.88,114983.85,94.79,"{""Round 1"": 0.3918, ""Round 2"": 0.7439, ""Round 3"": 0.8753}"
nvidiaFlare,3,3,2,64,42,1,2026-05-29 23:13:59Z,2026-05-30 00:09:36Z,3336,3336,3,0.0045,324428433.08,54504.53,53975.2,0.0,1.6866,1558497700.65,17897.06,18093.29,99.66,"{""Round 1"": 0.4705, ""Round 2"": 0.7077, ""Round 3"": 0.8697}"
flower,3,3,2,32,420,3,2026-05-30 00:10:06Z,2026-05-30 01:12:57Z,3771,3591,3,0.0181,1278405760.36,133794.69,182608.7,0.0,1.6729,1479626028.32,83121.48,66821.22,95.51,"{""Round 1"": 0.5864, ""Round 2"": 0.8882, ""Round 3"": 0.9341}"
flower,3,3,2,32,69,2,2026-05-30 01:13:14Z,2026-05-30 02:16:16Z,3782,3602,3,0.0175,792942478.22,133341.7,176556.33,0.0,1.6593,1276970990.94,82862.8,66612.4,97.14,"{""Round 1"": 0.6138, ""Round 2"": 0.8576, ""Round 3"": 0.7359}"
nvidiaFlare,3,7,2,64,42,1,2026-05-30 02:16:53Z,2026-05-30 04:27:19Z,7825,7825,3,0.0047,422189968.11,56689.29,53669.39,0.0,1.6862,1318122371.46,17788.09,18827.57,97.57,"{""Round 1"": 0.4793, ""Round 2"": 0.7164, ""Round 3"": 0.8756, ""Round 4"": 0.8865, ""Round 5"": 0.8843, ""Round 6"": 0.8841, ""Round 7"": 0.8497}"
nvidiaFlare,2,3,2,32,420,3,2026-05-30 13:31:22Z,2026-05-30 13:45:38Z,855,855,2,0.0063,339643625.54,140236.29,139938.37,0.0,6.3123,1725204635.7,69741.82,69912.88,40.23,"{""Round 1"": 0.5652, ""Round 2"": 0.7342, ""Round 3"": 0.7667}"
flower,2,3,2,32,42,1,2026-05-30 13:46:09Z,2026-05-30 14:41:31Z,3322,3142,2,0.018,1303562203.7,114633.73,151796.24,0.0,2.0566,1576183417.84,94873.25,76244.44,94.06,"{""Round 1"": 0.5946, ""Round 2"": 0.7836, ""Round 3"": 0.8259}"
nvidiaFlare,3,3,2,32,69,2,2026-05-30 21:32:43Z,2026-05-30 21:56:41Z,1438,1438,3,0.0058,421849166.49,125297.83,124810.14,0.0,3.0126,1623573100.44,41412.72,46167.43,87.1,"{""Round 1"": 0.5697, ""Round 2"": 0.8463, ""Round 3"": 0.7141}"
